Obs,TYPE,RECORDID,STATE,AGE,GENDER,RACE,FB,OCCUP,NOI,POB,SOI,EOE,ACTIVITY,LOCATION,INDUSTRY,ES,TEIB,SIZE,TotTime,NOWOIS,NOWIIE,OWNER,WSE,EWAOH,SI,WSP,PJT,AFS,Training,INJURY_DATE,INJURY_MONTH,INJURY_YEAR,Fall_Feet,PFAS_Rec,Region,fall,R11,R12,R13,R14,R15,R16,R19,R21,R22,R23,R24,R25,R29,R31,R32,R33,R34,R35,R39,R41,R42,R43,R44,R45,R46,R47,R48,R49,R51,R52,R59,R999,PPE,PFASR,Equipment,Organizational,Violations,Occupation_Mapped,Nature of Injury_Mapped,Part of Body_Mapped,Source of Injury_Mapped,Work Activity_Mapped,Industry Type_Mapped
256,I,1993-1702,MD,43,1,7,3,599,92,5,9621,381,349,10,8999,2,.,2,.,3,0,6,2,3,3,2,2,2,1,1,5,1993,.,.,South,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,Records Clerk,Stroke,Toe,Other Fatal,Other Transport,Other Public
257,I,1993-19,SC,24,1,7,3,576,60,10,6221,1152,637,26,1731,1,23.00,27,61.00,5,0,6,3,3,3,1,1,2,1,25,6,1993,33,0,South,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,Packager,Amputation,Neck,Gas,Production,Food Service
258,I,1993-21,NC,38,1,7,3,588,68,13,6221,1121,633,47,1771,1,25.00,22,2556.75,13,0,6,2,1,3,2,1,2,1,21,6,1993,17,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,Receiving Clerk,Internal Injury,Arm,Gas,Cleaning,Public Administration
259,I,1993-22,NC,56,1,7,3,595,94,220,623,113,611,47,1761,1,30.00,8,9131.25,5,0,6,3,3,3,2,1,2,1,11,6,1993,15,1,South,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Administrative Assistant,Other,Torso,Gas,Education,Education
260,I,1993-23,NC,20,1,7,3,579,89,8,6229,117,611,49,1721,1,8.00,6,61.00,4,0,6,2,3,3,3,1,3,1,2,7,1993,.,1,South,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,Forklift Operator,Shock,Multiple Parts,Other Chemical,Education,Wholesale
261,S,1993AK011,AK,34,1,7,3,869,80,8,4111,41,611,11,1521,2,5.00,1,1826.25,1,0,6,2,3,3,2,3,2,1,12,4,1993,.,.,West,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Manager,Concussion,Multiple Parts,Wall,Education,Construction
262,S,1993AK045,AK,33,1,7,3,567,61,11,6221,113,363,78,8222,1,.,.,2556.75,2,0,3,2,3,3,3,3,3,1,14,9,1993,12,0,West,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Molder,Crushing,Shoulder,Gas,Sales,Food Service
263,S,1993CA001,CA,58,1,4,3,558,80,8,6221,119,632,47,5812,1,20.00,1800,2922.00,3,0,6,2,3,3,1,3,2,1,15,3,1993,20,0,West,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Landscaper,Concussion,Multiple Parts,Gas,Serving,Education
264,S,1993IN103,IN,37,1,7,3,597,80,8,6221,1151,632,47,1541,1,.,80,5478.75,22,0,6,2,3,3,1,1,2,1,26,10,1993,32,1,Midwest,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Data Entry Clerk,Concussion,Multiple Parts,Gas,Serving,Excavation
265,S,1993MA001,MA,58,1,7,3,869,68,18,233,113,611,78,1542,2,17.00,2,6209.25,2,0,6,2,2,3,2,3,2,1,19,11,1992,6,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Manager,Internal Injury,Hand,Tool,Education,Roofing
266,S,1993MA003,MA,29,1,7,3,554,93,5,4415,313,520,14,1522,1,7.00,4,791.50,4,1,6,2,3,3,2,2,2,1,25,3,1993,.,.,Northeast,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Janitor,Seizure,Toe,Vehicle,Surgery,Demolition
267,S,1993MA007,MA,23,1,7,3,869,80,8,3241,31,244,47,1771,1,5.00,20,365.25,2,0,6,2,1,3,1,1,2,2,25,5,1993,.,.,Northeast,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,Manager,Concussion,Multiple Parts,Pipe,Waste Disposal,Public Administration
268,S,1993MA008,MA,44,1,1,1,579,80,8,9621,117,560,94,1721,1,12.00,15,10.00,5,0,6,1,1,1,2,1,2,1,27,5,1993,134,1,Northeast,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,Forklift Operator,Concussion,Multiple Parts,Other Fatal,Other Medical,Wholesale
269,S,1993MA009,MA,32,1,7,3,575,93,5,4411,312,249,48,1731,2,2.50,1,913.50,2,0,6,3,1,2,2,1,2,1,21,6,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Machine Operator,Seizure,Toe,Machine,Other Cleaning,Food Service
270,S,1993MA011,MA,24,1,7,3,567,971,10,4159,21,323,14,1751,1,7.00,5,.,.,0,6,3,3,3,2,1,2,1,30,6,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,Molder,Unknown,Neck,Other Surface,Planning,Healthcare
271,S,1993MA012,MA,32,1,7,3,597,80,8,6221,1151,312,47,1791,1,26.00,45,1339.75,.,0,6,2,3,3,2,2,2,1,9,7,1993,33,1,Northeast,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Gas,Clerical,Insurance
272,S,1993MA013,MA,33,1,7,3,567,80,8,6221,1121,241,14,1751,1,8.00,6,335.50,3,0,6,3,3,3,2,1,2,1,11,8,1993,20,1,Northeast,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Molder,Concussion,Multiple Parts,Gas,Cleaning,Healthcare
273,S,1993MA015,MA,38,1,7,3,563,94,220,623,116,313,79,1741,1,6.00,50,47.50,3,1,6,2,2,3,2,3,3,2,2,9,1993,85,1,Northeast,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Assembler,Other,Torso,Gas,Data Entry,Accommodation
274,S,1993MA016,MA,32,1,7,3,869,80,8,6221,1153,631,79,1761,1,15.00,12,2.00,2,0,6,2,1,3,1,2,2,1,3,9,1993,28,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Gas,Cooking,Education
275,S,1993MN009,MN,31,1,7,3,869,721,5,9362,321,311,65,1771,1,.,22,8.00,.,0,6,3,3,3,3,3,3,2,11,8,1993,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Manager,Hearing Loss,Toe,Fatal,Office Work,Public Administration
276,S,1993MN010,MN,42,1,7,3,555,93,5,4411,312,634,63,1731,1,50.00,112,1278.75,2,0,6,2,3,3,3,3,3,2,24,8,1993,.,.,Midwest,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,Custodian,Seizure,Toe,Machine,Other Food,Food Service
277,S,1993MN062,MN,33,1,7,3,516,93,5,4415,313,321,14,7538,1,.,.,4748.25,4,0,6,3,3,3,3,1,3,2,13,10,1993,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,Engineer,Seizure,Toe,Vehicle,Supervision,Therapy
278,S,1993MN079,MN,27,1,7,3,869,93,5,4415,312,634,12,1623,1,15.00,.,1095.75,2,0,6,2,3,3,3,1,3,1,30,11,1993,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Manager,Seizure,Toe,Vehicle,Other Food,Packaging
279,S,1993MO152,MO,35,1,7,3,595,60,0,7191,21,611,72,1761,1,10.00,24,213.50,2,0,6,3,1,3,1,1,3,1,30,11,1993,.,.,Midwest,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Administrative Assistant,Amputation,Head,Unknown,Education,Education
280,S,1993MO154,MO,31,1,7,3,595,60,10,6221,1152,633,48,1761,1,16.00,25,.,2,0,6,3,2,2,1,1,3,1,8,11,1993,25,0,Midwest,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Administrative Assistant,Amputation,Neck,Gas,Cleaning,Education
281,S,1993NJ036,NJ,64,1,7,3,869,80,8,6229,119,632,14,1521,1,1.00,3,.,1,0,6,2,3,3,3,3,3,1,17,5,1993,12,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Concussion,Multiple Parts,Other Chemical,Serving,Construction
282,S,1993NJ063,NJ,33,1,7,3,869,93,5,4411,312,520,78,1542,1,6.00,5,11.00,5,0,6,2,3,3,2,3,3,1,9,8,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Manager,Seizure,Toe,Machine,Surgery,Roofing
283,S,1993NJ067,NJ,47,1,7,3,597,80,8,4151,117,633,48,1629,1,40.00,18,30.50,12,0,6,2,1,1,1,1,2,1,5,8,1993,80,1,Northeast,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Soil,Cleaning,Other Manufacturing
284,S,1993NJ069,NJ,36,1,7,3,595,86,8,623,113,611,10,1761,1,37.00,5,.,.,0,6,3,2,3,2,1,2,1,18,8,1993,30,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Administrative Assistant,Poisoning,Multiple Parts,Gas,Education,Education
285,S,1993NJ085,NJ,56,1,7,3,554,94,8,6279,1121,633,47,1771,1,47.00,20,10227.00,3,0,6,3,3,3,3,3,3,2,16,9,1993,32,0,Northeast,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,Janitor,Other,Multiple Parts,Other Radiation,Cleaning,Public Administration
286,S,1993NJ087,NJ,20,1,7,3,869,61,11,6483,1124,594,47,1629,1,52.00,17,122.00,4,0,6,3,2,3,2,1,2,1,24,9,1993,20,0,Northeast,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Crushing,Shoulder,Public,Law Enforcement,Other Manufacturing
287,S,1993NJ089,NJ,27,1,7,3,859,93,5,4415,313,219,10,1781,1,30.00,13,.,3,0,6,3,1,1,3,3,3,2,6,10,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,Social Worker,Seizure,Toe,Vehicle,Receiving,Finance
288,S,1993NJ090,NJ,39,1,7,3,869,94,220,3223,4232,124,65,1611,1,34.00,200,2191.50,2,0,6,3,3,3,2,3,3,1,22,9,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Other,Torso,Wrench,Roofing,Manufacturing
289,S,1993NJ094,NJ,52,1,7,3,599,80,8,624,1154,330,77,1761,1,7.00,12,1095.75,1,0,6,3,3,2,3,3,3,1,7,10,1993,14,1,Northeast,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,Records Clerk,Concussion,Multiple Parts,Liquid,Other Office,Education
290,S,1993NJ112,NJ,53,1,7,3,597,94,220,639,117,633,47,1791,1,.,20,.,.,0,6,2,3,3,3,3,3,2,22,11,1993,26,1,Northeast,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,Data Entry Clerk,Other,Torso,Fire,Cleaning,Insurance
291,S,1993NJ126,NJ,27,1,7,3,596,93,5,4411,312,321,47,1761,1,53.00,40,3652.50,2,0,6,3,3,3,1,1,2,1,22,12,1993,.,.,Northeast,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Receptionist,Seizure,Toe,Machine,Supervision,Education
292,S,1993WI214,WI,45,1,7,3,575,93,5,4419,311,231,14,1731,2,.,1,.,1,0,6,2,2,3,3,3,3,2,10,8,1993,.,.,Midwest,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Machine Operator,Seizure,Toe,Other Vehicle,Maintenance,Food Service
293,S,1993WI222,WI,35,1,7,3,563,60,10,623,116,321,12,1741,2,.,.,.,3,0,6,3,2,3,3,3,3,2,29,7,1993,40,1,Midwest,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Assembler,Amputation,Neck,Gas,Supervision,Accommodation
294,S,1993WI239,WI,66,1,7,3,869,61,11,624,1154,635,19,8221,1,144.00,14000,9861.75,8,0,2,2,3,3,2,1,2,1,1,10,1993,13,1,Midwest,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Manager,Crushing,Shoulder,Liquid,Entertainment,Accommodation
295,S,1993WI254,WI,21,1,7,3,576,60,10,623,1154,312,79,1731,1,75.00,325,122.00,2,0,6,2,3,3,2,1,2,1,16,11,1993,55,1,Midwest,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,Packager,Amputation,Neck,Gas,Clerical,Food Service
296,S,1993WY005,WY,53,1,7,3,554,68,18,623,1154,634,14,1521,1,2.50,8,548.25,.,0,6,2,3,3,2,1,3,1,8,3,1993,30,1,West,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Janitor,Internal Injury,Hand,Gas,Other Food,Construction
297,S,1993WY010,WY,40,1,7,3,869,94,220,4137,21,540,47,1542,1,2.00,3,730.50,4,0,6,3,2,3,3,3,3,2,28,5,1993,.,.,West,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,Manager,Other,Torso,Platform,Pharmacy,Roofing
298,S,1993WY017,WY,36,1,7,3,594,69,11,3254,4112,114,64,1611,1,.,.,3652.50,4,0,3,3,2,3,3,3,3,1,26,8,1993,.,.,West,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Secretary,Multiple Injuries,Shoulder,Sheet,Excavation,Manufacturing
299,S,1993WY018,WY,29,2,7,3,804,94,220,8259,24,132,98,9999,1,.,.,122.00,1,0,6,3,3,3,3,1,3,2,1,9,1993,.,.,West,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,Nurse,Other,Torso,Other Building,Painting,Unknown
300,S,1993WY021,WY,54,1,7,3,595,89,8,623,1154,363,34,1761,1,.,.,.,5,0,6,1,3,3,3,3,3,2,20,9,1993,18,1,West,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,Administrative Assistant,Shock,Multiple Parts,Gas,Sales,Education
301,I,1994-03,SC,32,1,7,3,585,94,220,4135,21,312,14,1623,1,27.00,20,5113.50,7,0,6,3,3,3,1,1,3,2,29,9,1993,.,.,South,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,Stock Clerk,Other,Torso,Staircase,Clerical,Packaging
302,I,1994-10,WV,53,1,7,3,575,93,5,4417,312,344,48,1731,1,76.00,10000,.,.,2,6,3,3,3,1,1,3,1,14,3,1994,.,.,South,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Machine Operator,Seizure,Toe,Forklift,Loading,Food Service
303,I,1994-12,SC,37,1,7,3,567,61,11,637,113,611,14,1751,1,19.00,5,2.00,3,0,6,3,3,3,1,3,3,1,21,3,1994,10,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Molder,Crushing,Shoulder,Cold,Education,Healthcare
304,I,1994-13,SC,20,1,7,3,573,60,10,6221,1121,239,14,1521,1,15.00,4,1.00,4,0,6,3,3,3,2,1,2,1,22,2,1994,10,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,Production Worker,Amputation,Neck,Gas,Other Maintenance,Construction
305,I,1994-14,SC,46,1,7,3,555,94,220,626,118,330,61,1731,1,42.00,220,5478.75,5,0,6,2,3,3,1,1,2,1,20,6,1994,16,1,South,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Custodian,Other,Torso,Steam,Other Office,Food Service
306,I,1994-15,SC,28,1,7,3,567,89,8,623,116,241,14,1761,1,12.00,4,2.00,3,0,6,2,3,3,2,3,2,1,22,6,1994,17,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,Molder,Shock,Multiple Parts,Gas,Cleaning,Education
307,I,1994-1701,NC,23,1,7,3,534,93,5,4411,312,231,10,1711,1,29.00,2,1095.75,2,0,6,3,2,3,2,1,2,1,30,8,1994,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Surveyor,Seizure,Toe,Machine,Maintenance,Retail
308,I,1994-1702,NC,46,1,7,3,534,93,5,4411,312,330,10,1711,2,29.00,2,10592.25,2,0,6,3,2,3,2,1,2,1,30,8,1994,.,.,South,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,Surveyor,Seizure,Toe,Machine,Other Office,Retail
309,I,1994-18,VA,40,1,7,3,705,94,220,3523,4233,114,65,1611,1,34.00,120,2556.75,3,0,6,3,3,3,3,1,2,2,5,8,1994,.,.,South,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Teacher,Other,Torso,Computer,Excavation,Manufacturing
310,I,1994-19,VA,24,1,7,3,869,68,13,3430,239,594,65,1771,1,14.00,25,609.25,6,0,6,3,3,3,1,1,2,2,8,8,1994,.,.,South,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Manager,Internal Injury,Arm,Can,Law Enforcement,Public Administration
311,S,1994AK012,AK,22,1,7,3,866,91,5,929,3411,321,47,1623,1,20.00,175,7.00,10,0,6,2,3,3,3,1,2,1,29,4,1994,.,.,West,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,Program Coordinator,Heart Attack,Toe,Unknown,Supervision,Packaging
312,S,1994CA003,CA,42,1,1,3,567,60,10,639,119,321,71,1542,1,.,.,822.00,5,0,6,2,1,1,1,3,3,1,11,2,1994,19,1,West,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,Molder,Amputation,Neck,Fire,Supervision,Roofing
313,S,1994CA005,CA,24,1,3,3,558,80,8,6221,1152,313,47,1795,1,24.00,8,2922.00,2,0,6,2,3,3,3,1,2,1,10,3,1994,28,1,West,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,Landscaper,Concussion,Multiple Parts,Gas,Data Entry,Consulting
314,S,1994CA013,CA,55,1,3,3,869,60,10,624,116,313,14,7812,1,16.00,12,3652.50,2,1,6,2,3,3,1,1,2,1,16,5,1994,20,1,West,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Manager,Amputation,Neck,Liquid,Data Entry,Arts
315,S,1994CA017,CA,29,1,1,3,565,61,11,634,113,312,93,1743,1,.,17,45.00,2,0,6,2,3,1,2,2,3,1,15,9,1994,30,0,West,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Fabricator,Crushing,Shoulder,Noise,Clerical,Entertainment
316,S,1994CO003,CO,38,1,7,3,555,93,5,4415,313,313,98,1731,1,45.00,58,21.00,2,0,6,2,3,3,1,1,3,1,25,1,1994,.,.,West,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Custodian,Seizure,Toe,Vehicle,Data Entry,Food Service
317,S,1994CO031,CO,35,1,7,3,599,61,11,6221,1121,312,14,1521,2,.,3,.,3,0,6,2,2,3,2,2,2,1,1,7,1994,9,0,West,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Records Clerk,Crushing,Shoulder,Gas,Clerical,Construction
318,S,1994CO035,CO,35,1,7,3,579,93,5,4415,313,520,41,1721,1,12.00,100,2922.00,.,0,6,3,3,3,1,3,3,1,19,7,1994,.,.,West,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Forklift Operator,Seizure,Toe,Vehicle,Surgery,Wholesale
319,S,1994KY051,KY,51,1,7,3,599,86,8,6221,1151,313,47,1795,1,.,42,5478.75,4,0,6,1,3,3,3,1,3,1,31,5,1994,35,0,South,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Records Clerk,Poisoning,Multiple Parts,Gas,Data Entry,Consulting
320,S,1994MA001,MA,53,1,7,3,563,60,10,624,116,632,47,1541,1,19.00,22,198.00,.,0,6,2,3,3,1,3,3,1,12,10,1993,12,0,Northeast,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Assembler,Amputation,Neck,Liquid,Serving,Excavation
321,S,1994MA004,MA,47,1,7,3,558,80,8,623,113,611,43,1791,1,28.00,20,7305.00,3,0,6,2,2,3,1,1,2,1,4,11,1993,30,1,Northeast,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,Landscaper,Concussion,Multiple Parts,Gas,Education,Insurance
322,S,1994MA005,MA,62,1,7,3,558,60,11,623,113,611,14,1521,1,14.00,.,.,.,0,6,2,2,3,2,1,2,1,22,10,1993,20,0,Northeast,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Landscaper,Amputation,Shoulder,Gas,Education,Construction
323,S,1994MA011,MA,23,1,7,3,597,80,8,623,1151,312,47,1791,1,1.00,5,37.50,.,0,6,2,1,3,2,2,2,1,31,1,1994,20,1,Northeast,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,Data Entry Clerk,Concussion,Multiple Parts,Gas,Clerical,Insurance
324,S,1994MA067,MA,46,1,7,3,558,80,8,4199,21,312,47,1771,1,7.25,58,1278.75,4,1,6,3,2,3,1,3,3,1,21,10,1994,.,.,Northeast,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Landscaper,Concussion,Multiple Parts,Other Liquid,Clerical,Public Administration
325,S,1994MD004,MD,37,1,7,3,567,60,10,623,116,241,47,1541,1,5.00,8,1826.25,7,1,6,1,3,3,2,1,2,1,3,2,1994,13,0,South,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,Molder,Amputation,Neck,Gas,Cleaning,Excavation
